Age Group,Birthdate,City,Department,Education Level,Employee ID,First Name,FULL name,Gender,Hiredate,Job Title,Last Name,LOCATION,Performance Rating,State,status,Termdate,Age,length of hire,Salary,Total Active,Total Hired,Total terminated
45-54,12/15/1973,New York City,Operations,BS,00-38210242,Jacqueline,Jacqueline Reyes,Female,1/16/2019,Logistics Coordinator,Reyes,HQ,Good,New York,TERMINETED,7/15/2019,51,0,54011,0,1,1
45-54,5/15/1979,New York City,Sales,BS,00-97873101,Michele,Michele Walker,Male,11/14/2018,Sales Representative,Walker,HQ,Good,New York,TERMINETED,2/4/2022,45,4,80131,0,1,1
>25,5/12/2000,New York City,Operations,BS,00-38682516,Samantha,Samantha Bailey,Female,11/14/2020,Inventory Specialist,Bailey,HQ,Good,New York,TERMINETED,5/13/2021,24,1,55778,0,1,1
55+,10/11/1965,New York City,Sales,PhD,00-98429450,Laura,Laura Perez,Male,1/10/2016,Sales Consultant,Perez,HQ,Excellent,New York,TERMINETED,10/20/2021,59,5,88444,0,1,1
55+,11/6/1969,New York City,Sales,BS,00-94951883,Donna,Donna Ross,Female,4/19/2021,Sales Representative,Ross,HQ,Good,New York,TERMINETED,4/27/2022,55,1,75303,0,1,1
25-35,10/23/1999,Greensboro,IT,MS,00-41523529,Michelle,Michelle Rasmussen,Female,4/19/2022,Software Developer,Rasmussen,BRANCH,Excellent,North Carolina,TERMINETED,10/16/2022,25,0,98297,0,1,1
25-35,1/14/1999,Chicago,Sales,BS,00-36726767,Michael,Michael Hicks,Male,9/21/2017,Sales Representative,Hicks,BRANCH,Good,Illinois,TERMINETED,4/1/2024,25,7,65506,0,1,1
25-35,9/11/1991,New York City,Finance,PhD,00-73771720,Tina,Tina Herrera,Male,1/11/2021,Financial Analyst,Herrera,HQ,Excellent,New York,TERMINETED,7/10/2021,33,0,86731,0,1,1
45-54,12/7/1973,New York City,Sales,BS,00-65625330,Darrell,Darrell Waller,Male,3/11/2023,Sales Representative,Waller,HQ,Satisfactory,New York,TERMINETED,9/7/2023,51,0,78643,0,1,1
45-54,1/1/1976,Warren,Customer Service,BS,00-61536717,Beverly,Beverly Terrell,Female,1/15/2020,Customer Service Representative,Terrell,BRANCH,Good,Michigan,TERMINETED,7/13/2020,48,0,64159,0,1,1
35-44,1/12/1982,New York City,Sales,BS,00-98054615,Daniel,Daniel Hamilton,Male,10/10/2022,Sales Representative,Hamilton,HQ,Good,New York,TERMINETED,4/8/2023,42,1,66358,0,1,1
35-44,8/18/1982,Warren,Operations,BS,00-67062156,Kristin,Kristin Graham,Female,7/18/2017,Inventory Specialist,Graham,BRANCH,Good,Michigan,TERMINETED,11/22/2021,42,4,57185,0,1,1
25-35,6/16/1993,New York City,IT,BS,00-72350830,Darrell,Darrell Lam,Female,3/14/2016,IT Support Specialist,Lam,HQ,Excellent,New York,TERMINETED,7/25/2018,31,2,57924,0,1,1
45-54,6/5/1971,New York City,Operations,BS,00-26288475,Jonathan,Jonathan Fletcher,Female,1/1/2019,Inventory Specialist,Fletcher,HQ,Satisfactory,New York,TERMINETED,8/20/2024,53,5,57730,0,1,1
45-54,10/15/1975,New York City,Operations,H- S,00-81287314,April,April Drake,Female,9/23/2018,Inventory Specialist,Drake,HQ,Needs Improvement,New York,TERMINETED,3/22/2019,49,1,56753,0,1,1
45-54,7/5/1975,New York City,Sales,BS,00-69401199,Jennifer,Jennifer Harmon,Male,9/18/2021,Sales Representative,Harmon,HQ,Good,New York,TERMINETED,3/17/2022,49,1,62015,0,1,1
25-35,1/9/1997,New York City,Operations,BS,00-67276174,James,James Reynolds,Male,9/15/2017,Operations Analyst,Reynolds,HQ,Needs Improvement,New York,TERMINETED,3/13/2018,27,1,82241,0,1,1
35-44,1/24/1983,New York City,Sales,PhD,00-31361812,Samantha,Samantha Hanson,Female,9/15/2022,Sales Consultant,Hanson,HQ,Excellent,New York,TERMINETED,3/14/2023,41,1,87980,0,1,1
35-44,2/21/1987,New York City,Sales,BS,00-44788100,Melanie,Melanie Cortez,Female,4/27/2022,Sales Representative,Cortez,HQ,Good,New York,TERMINETED,10/24/2022,37,0,68240,0,1,1
35-44,3/4/1985,New York City,Operations,BS,00-79967676,William,William Estrada,Male,5/7/2019,Operations Manager,Estrada,HQ,Good,New York,TERMINETED,8/24/2020,39,1,109148,0,1,1
>25,10/4/2001,New York City,Operations,BS,00-69038700,Richard,Richard Phillips,Female,2/19/2016,Operations Analyst,Phillips,HQ,Satisfactory,New York,HIRED,,23,8,77304,1,1,0
35-44,11/9/1980,New York City,Sales,BS,00-46468984,James,James Ortega,Male,5/28/2018,Sales Specialist,Ortega,HQ,Satisfactory,New York,TERMINETED,5/13/2024,44,6,71634,0,1,1
35-44,11/16/1988,New York City,IT,BS,00-28572252,Erica,Erica Orr,Male,8/28/2017,IT Support Specialist,Orr,HQ,Satisfactory,New York,TERMINETED,11/6/2022,36,5,73488,0,1,1
35-44,10/7/1982,New York City,Operations,H- S,00-30509175,Ashley,Ashley Sullivan,Male,11/20/2022,Inventory Specialist,Sullivan,HQ,Needs Improvement,New York,TERMINETED,5/19/2023,42,1,61678,0,1,1
25-35,5/23/1992,New York City,IT,BS,00-64707061,Aaron,Aaron Mitchell,Female,6/16/2018,Software Developer,Mitchell,HQ,Satisfactory,New York,TERMINETED,12/13/2018,32,0,94594,0,1,1
55+,2/6/1968,Detroit,Operations,BS,00-18357162,Kristi,Kristi Lawson,Male,5/6/2017,Inventory Specialist,Lawson,BRANCH,Satisfactory,Michigan,HIRED,,56,7,76197,1,1,0
25-35,5/16/1995,New York City,Operations,BS,00-88393811,Steven,Steven Ramos,Female,3/23/2024,Logistics Coordinator,Ramos,HQ,Satisfactory,New York,TERMINETED,9/19/2024,29,0,60859,0,1,1
25-35,10/28/1997,New York City,Marketing,H- S,00-87267850,William,William Leon,Female,11/6/2018,Content Creator,Leon,HQ,Needs Improvement,New York,TERMINETED,5/5/2019,27,1,52939,0,1,1
25-35,8/13/1993,New York City,Sales,PhD,00-50079111,Jill,Jill Hopkins,Male,4/21/2022,Sales Specialist,Hopkins,HQ,Excellent,New York,TERMINETED,6/9/2024,31,2,62230,0,1,1
25-35,10/13/1998,New York City,IT,BS,00-83300637,Zachary,Zachary Schultz,Male,5/11/2023,IT Support Specialist,Schultz,HQ,Good,New York,TERMINETED,11/7/2023,26,0,68297,0,1,1
25-35,10/13/1999,New York City,Operations,H- S,00-39450273,Clarence,Clarence Crane,Male,4/2/2017,Inventory Specialist,Crane,HQ,Needs Improvement,New York,HIRED,,25,7,62190,1,1,0
55+,3/22/1960,Charlotte,IT,MS,00-62191530,Emily,Emily Walker,Female,3/19/2018,Software Developer,Walker,BRANCH,Good,North Carolina,TERMINETED,9/15/2018,64,0,96606,0,1,1
35-44,12/7/1985,New York City,Operations,H- S,00-64266464,Dylan,Dylan Williams,Male,7/4/2022,Inventory Specialist,Williams,HQ,Needs Improvement,New York,TERMINETED,12/31/2022,39,0,55854,0,1,1
25-35,9/17/1996,Cleveland,Customer Service,BS,00-93517915,Cheryl,Cheryl Mack,Female,6/25/2020,Customer Service Representative,Mack,BRANCH,Satisfactory,Ohio,TERMINETED,12/22/2020,28,0,54580,0,1,1
25-35,5/4/1998,New York City,Operations,BS,00-85751409,Robert,Robert Soto,Female,3/17/2022,Inventory Specialist,Soto,HQ,Satisfactory,New York,TERMINETED,9/13/2022,26,0,58131,0,1,1
45-54,7/20/1972,Cincinnati,Operations,BS,00-67527432,Jennifer,Jennifer Cruz,Female,6/5/2017,Inventory Specialist,Cruz,BRANCH,Good,Ohio,TERMINETED,12/17/2021,52,4,64260,0,1,1
25-35,4/19/1996,Grand Rapids,Customer Service,H- S,00-16749089,John,John Douglas,Female,1/3/2017,Help Desk Technician,Douglas,BRANCH,Needs Improvement,Michigan,TERMINETED,9/24/2021,28,4,63590,0,1,1
45-54,8/4/1971,New York City,Customer Service,H- S,00-71028710,Patricia,Patricia Dalton,Female,12/10/2018,Customer Service Representative,Dalton,HQ,Excellent,New York,TERMINETED,5/23/2021,53,3,63956,0,1,1
35-44,11/15/1983,Warren,Marketing,BS,00-66581473,Daniel,Daniel Coleman,Male,3/10/2017,Content Creator,Coleman,BRANCH,Good,Michigan,TERMINETED,5/7/2024,41,7,67857,0,1,1
35-44,1/27/1988,New York City,Customer Service,BS,00-12601580,Linda,Linda Dominguez,Female,6/30/2022,Customer Service Representative,Dominguez,HQ,Good,New York,TERMINETED,12/27/2022,36,0,53458,0,1,1
25-35,3/2/1994,New York City,IT,MS,00-40094589,Brent,Brent Wright,Male,11/26/2022,System Administrator,Wright,HQ,Excellent,New York,TERMINETED,5/25/2023,30,1,68344,0,1,1
35-44,6/27/1985,New York City,Customer Service,BS,00-14164775,David,David Anderson,Female,6/29/2024,Customer Service Manager,Anderson,HQ,Needs Improvement,New York,TERMINETED,12/26/2024,39,0,67027,0,1,1
>25,11/17/2002,New York City,Sales,BS,00-12735359,Elizabeth,Elizabeth Travis,Female,8/20/2021,Sales Representative,Travis,HQ,Good,New York,TERMINETED,2/16/2022,22,1,66258,0,1,1
45-54,7/24/1971,New York City,Sales,BS,00-73560289,Logan,Logan Fischer,Male,6/21/2022,Sales Representative,Fischer,HQ,Satisfactory,New York,TERMINETED,12/18/2022,53,0,64327,0,1,1
35-44,10/23/1981,Grand Rapids,IT,BS,00-72415804,Cheyenne,Cheyenne Ball,Male,7/16/2022,Software Developer,Ball,BRANCH,Good,Michigan,TERMINETED,1/12/2023,43,1,91360,0,1,1
45-54,10/28/1973,New York City,Marketing,BS,00-91321540,Ronald,Ronald Meadows,Male,6/23/2021,SEO Specialist,Meadows,HQ,Satisfactory,New York,TERMINETED,12/20/2021,51,0,73844,0,1,1
25-35,7/15/1997,New York City,Operations,BS,00-25372341,Phyllis,Phyllis Manning,Male,7/4/2023,Logistics Coordinator,Manning,HQ,Satisfactory,New York,TERMINETED,12/31/2023,27,0,65413,0,1,1
45-54,3/15/1972,New York City,IT,BS,00-24508768,Shannon,Shannon Walton,Male,11/22/2020,Software Developer,Walton,HQ,Good,New York,TERMINETED,5/21/2021,52,1,95493,0,1,1
25-35,2/2/1995,Grand Rapids,Sales,BS,00-60372847,Dana,Dana Cannon,Male,7/22/2019,Sales Representative,Cannon,BRANCH,Satisfactory,Michigan,TERMINETED,6/8/2022,29,3,82548,0,1,1
45-54,10/12/1972,New York City,Finance,BS,00-20200074,Todd,Todd Allen,Female,6/19/2020,Financial Analyst,Allen,HQ,Good,New York,TERMINETED,12/16/2020,52,0,95235,0,1,1
55+,10/29/1962,New York City,Marketing,BS,00-23676961,Chris,Chris Mitchell,Female,4/16/2022,SEO Specialist,Mitchell,HQ,Good,New York,TERMINETED,10/13/2022,62,0,81450,0,1,1
>25,10/14/2001,New York City,Marketing,BS,00-90585882,Matthew,Matthew Orozco,Female,2/1/2023,Content Creator,Orozco,HQ,Excellent,New York,TERMINETED,7/31/2023,23,0,58407,0,1,1
55+,6/4/1969,New York City,Sales,BS,00-15512205,Devon,Devon Hall,Male,9/27/2018,Sales Representative,Hall,HQ,Satisfactory,New York,TERMINETED,8/7/2021,55,3,81959,0,1,1
55+,9/2/1968,New York City,Sales,PhD,00-59737181,Eric,Eric Lewis,Male,6/10/2016,Sales Specialist,Lewis,HQ,Excellent,New York,TERMINETED,5/12/2021,56,5,74105,0,1,1
25-35,10/20/1993,New York City,Customer Service,BS,00-11698142,Rick,Rick Daniels,Male,6/11/2023,Help Desk Technician,Daniels,HQ,Satisfactory,New York,TERMINETED,12/8/2023,31,0,78079,0,1,1
45-54,4/29/1975,Naperville,Customer Service,H- S,00-68186525,Bryan,Bryan Wall,Male,5/31/2024,Customer Service Representative,Wall,BRANCH,Excellent,Illinois,TERMINETED,11/27/2024,49,0,60685,0,1,1
45-54,5/28/1970,New York City,IT,MS,00-71705170,Rebecca,Rebecca Silva,Male,9/28/2022,System Administrator,Silva,HQ,Good,New York,TERMINETED,3/27/2023,54,1,91983,0,1,1
35-44,11/26/1983,New York City,Operations,BS,00-80027662,Andrew,Andrew Gilmore,Male,8/11/2018,Inventory Specialist,Gilmore,HQ,Good,New York,TERMINETED,2/7/2019,41,1,68235,0,1,1
45-54,6/2/1972,New York City,Sales,MS,00-82232344,Omar,Omar Smith,Female,5/17/2023,Sales Consultant,Smith,HQ,Excellent,New York,TERMINETED,11/13/2023,52,0,96575,0,1,1
35-44,2/6/1981,Charlotte,Customer Service,H- S,00-89520597,Kenneth,Kenneth Price,Female,12/13/2017,Help Desk Technician,Price,BRANCH,Needs Improvement,North Carolina,TERMINETED,6/14/2019,43,2,80107,0,1,1
35-44,6/10/1987,Naperville,Sales,MS,00-21631697,Stephanie,Stephanie Barnes,Male,10/18/2017,Sales Manager,Barnes,BRANCH,Excellent,Illinois,TERMINETED,4/16/2018,37,1,111822,0,1,1
45-54,6/26/1973,New York City,Sales,BS,00-72372114,Jessica,Jessica Marsh,Female,12/14/2020,Sales Consultant,Marsh,HQ,Good,New York,TERMINETED,6/12/2021,51,1,74894,0,1,1
35-44,9/16/1983,New York City,Customer Service,BS,00-55150390,Jeffrey,Jeffrey Robinson,Male,6/19/2015,Customer Service Representative,Robinson,HQ,Satisfactory,New York,TERMINETED,9/3/2018,41,3,68170,0,1,1
35-44,4/23/1986,Detroit,IT,H- S,00-75437844,Todd,Todd Price,Male,9/17/2017,IT Support Specialist,Price,BRANCH,Needs Improvement,Michigan,TERMINETED,3/16/2018,38,1,58120,0,1,1
25-35,2/2/1992,New York City,Sales,MS,00-47535126,Erin,Erin Powell,Male,3/6/2023,Sales Consultant,Powell,HQ,Excellent,New York,TERMINETED,9/2/2023,32,0,69351,0,1,1
35-44,5/16/1980,New York City,Operations,BS,00-84597009,Mary,Mary Calhoun,Female,8/30/2015,Inventory Specialist,Calhoun,HQ,Needs Improvement,New York,TERMINETED,6/11/2020,44,5,63090,0,1,1
55+,9/8/1969,Charlotte,Finance,BS,00-42394260,Amanda,Amanda Meadows,Female,8/18/2022,Accountant,Meadows,BRANCH,Good,North Carolina,TERMINETED,2/14/2023,55,1,66590,0,1,1
55+,7/7/1960,New York City,IT,BS,00-42255732,Anne,Anne Johnson,Male,9/7/2022,Software Developer,Johnson,HQ,Good,New York,TERMINETED,3/6/2023,64,1,94979,0,1,1
55+,4/15/1966,New York City,Customer Service,BS,00-75876924,Roy,Roy Camacho,Female,3/12/2019,Support Specialist,Camacho,HQ,Good,New York,TERMINETED,9/8/2019,58,0,68030,0,1,1
35-44,8/19/1989,Detroit,Marketing,BS,00-49491631,Brent,Brent Gray,Female,3/24/2017,Content Creator,Gray,BRANCH,Satisfactory,Michigan,TERMINETED,12/12/2023,35,6,55734,0,1,1
55+,5/26/1969,Philadelphia,Sales,BS,00-51098277,Shawn,Shawn Rogers,Female,12/8/2022,Sales Representative,Rogers,BRANCH,Satisfactory,Pennsylvania,TERMINETED,6/6/2023,55,1,65009,0,1,1
25-35,4/7/1990,Grand Rapids,Sales,PhD,00-84285882,Nicholas,Nicholas Walton,Female,11/19/2020,Sales Specialist,Walton,BRANCH,Excellent,Michigan,TERMINETED,5/18/2021,34,1,73797,0,1,1
55+,10/18/1961,New York City,Customer Service,BS,00-83871890,Robert,Robert Conley,Female,7/2/2018,Customer Service Representative,Conley,HQ,Good,New York,TERMINETED,1/29/2020,63,2,59391,0,1,1
45-54,12/8/1977,New York City,Sales,BS,00-46361787,Andrew,Andrew Ryan,Male,5/16/2018,Sales Consultant,Ryan,HQ,Good,New York,TERMINETED,11/12/2018,47,0,95438,0,1,1
25-35,1/31/1992,New York City,Marketing,BS,00-35848226,Jeffrey,Jeffrey Jones,Female,9/11/2018,Marketing Coordinator,Jones,HQ,Satisfactory,New York,TERMINETED,3/10/2019,32,1,52863,0,1,1
45-54,11/4/1976,Philadelphia,Sales,BS,00-34850391,Billy,Billy Johnson,Female,4/7/2017,Sales Representative,Johnson,BRANCH,Good,Pennsylvania,TERMINETED,12/23/2024,48,7,59645,0,1,1
25-35,4/24/1990,New York City,IT,MS,00-47111151,James,James Smith,Female,3/1/2022,System Administrator,Smith,HQ,Excellent,New York,TERMINETED,8/28/2022,34,0,72411,0,1,1
35-44,8/2/1980,Charlotte,Sales,MS,00-47983442,John,John Wells,Female,2/14/2024,Sales Consultant,Wells,BRANCH,Good,North Carolina,TERMINETED,8/12/2024,44,0,92457,0,1,1
55+,9/3/1962,New York City,Customer Service,BS,00-40532273,Anne,Anne Robinson,Female,9/29/2018,Customer Service Representative,Robinson,HQ,Good,New York,TERMINETED,3/28/2019,62,1,64737,0,1,1
35-44,6/9/1980,New York City,Customer Service,BS,00-81690398,Jonathan,Jonathan Wood,Female,8/23/2016,Help Desk Technician,Wood,HQ,Good,New York,HIRED,,44,8,78322,1,1,0
25-35,3/25/1996,New York City,Operations,BS,00-84270583,Catherine,Catherine Adkins,Male,2/14/2017,Inventory Specialist,Adkins,HQ,Good,New York,TERMINETED,11/8/2024,28,7,63371,0,1,1
25-35,2/21/1994,New York City,Operations,H- S,00-75884623,Kimberly,Kimberly Martin,Female,4/30/2016,Inventory Specialist,Martin,HQ,Needs Improvement,New York,TERMINETED,1/27/2019,30,3,61038,0,1,1
25-35,12/9/1990,New York City,IT,MS,00-48163378,Daniel,Daniel Johnson,Male,5/2/2019,Software Developer,Johnson,HQ,Good,New York,TERMINETED,3/29/2022,34,3,102531,0,1,1
25-35,11/13/1996,Chicago,Marketing,BS,00-34744872,Barbara,Barbara Odonnell,Male,5/25/2024,Marketing Coordinator,Odonnell,BRANCH,Good,Illinois,TERMINETED,11/21/2024,28,0,72436,0,1,1
25-35,3/22/1996,Cleveland,Sales,BS,00-74119726,Randy,Randy Espinoza,Male,1/30/2016,Sales Representative,Espinoza,BRANCH,Satisfactory,Ohio,TERMINETED,10/23/2023,28,7,62740,0,1,1
35-44,4/3/1986,New York City,Finance,BS,00-76001106,Brittany,Brittany Rivas,Male,4/4/2016,Accountant,Rivas,HQ,Satisfactory,New York,TERMINETED,10/1/2016,38,0,71374,0,1,1
35-44,7/3/1989,New York City,Marketing,H- S,00-17195288,Curtis,Curtis Barton,Female,11/27/2017,Content Creator,Barton,HQ,Needs Improvement,New York,TERMINETED,12/19/2018,35,1,53525,0,1,1
45-54,4/30/1970,New York City,Customer Service,BS,00-21432787,Gabrielle,Gabrielle Trujillo,Female,11/5/2018,Support Specialist,Trujillo,HQ,Satisfactory,New York,TERMINETED,5/4/2019,54,1,57059,0,1,1
25-35,5/26/1999,New York City,Customer Service,H- S,00-65857931,Tonya,Tonya Patton,Female,5/15/2021,Help Desk Technician,Patton,HQ,Needs Improvement,New York,TERMINETED,11/11/2021,25,0,81281,0,1,1
45-54,5/26/1973,New York City,Sales,BS,00-80138498,Amanda,Amanda Stanley,Male,1/27/2018,Sales Representative,Stanley,HQ,Good,New York,TERMINETED,7/26/2018,51,0,77133,0,1,1
45-54,1/27/1977,Chicago,Operations,BS,00-88990506,William,William Peterson,Male,11/25/2018,Logistics Coordinator,Peterson,BRANCH,Excellent,Illinois,TERMINETED,5/24/2019,47,1,59761,0,1,1
45-54,4/5/1970,New York City,Customer Service,H- S,00-93352876,Robert,Robert Henry,Male,6/17/2016,Help Desk Technician,Henry,HQ,Needs Improvement,New York,TERMINETED,12/14/2016,54,0,69063,0,1,1
45-54,10/31/1977,New York City,IT,MS,00-37888820,Susan,Susan Reid,Male,11/18/2021,System Administrator,Reid,HQ,Good,New York,TERMINETED,5/17/2022,47,1,89816,0,1,1
25-35,10/30/1993,Columbus,Finance,BS,00-20896797,Steve,Steve Hernandez,Male,3/10/2017,Accounts Payable Specialist,Hernandez,BRANCH,Good,Ohio,TERMINETED,8/28/2021,31,4,61703,0,1,1
45-54,12/21/1973,New York City,Finance,BS,00-20075036,Jessica,Jessica Sheppard,Female,4/15/2017,Accountant,Sheppard,HQ,Satisfactory,New York,HIRED,,51,7,87080,1,1,0
55+,1/12/1964,New York City,Customer Service,BS,00-89699989,Christina,Christina Gillespie,Male,10/28/2019,Help Desk Technician,Gillespie,HQ,Excellent,New York,TERMINETED,4/25/2020,60,1,66381,0,1,1
35-44,6/16/1981,New York City,Operations,H- S,00-48668783,Timothy,Timothy Graham,Female,10/11/2022,Inventory Specialist,Graham,HQ,Needs Improvement,New York,TERMINETED,4/9/2023,43,1,57499,0,1,1
45-54,2/10/1975,New York City,Operations,BS,00-70939053,Brittany,Brittany Morris,Female,4/5/2016,Inventory Specialist,Morris,HQ,Excellent,New York,TERMINETED,4/1/2024,49,8,56166,0,1,1
25-35,9/7/1997,New York City,Sales,BS,00-93893865,Mariah,Mariah Miller,Male,12/8/2020,Sales Representative,Miller,HQ,Good,New York,TERMINETED,7/23/2022,27,2,82595,0,1,1
25-35,4/1/1996,New York City,Operations,H- S,00-25405014,Shannon,Shannon Christensen,Male,8/9/2020,Inventory Specialist,Christensen,HQ,Needs Improvement,New York,TERMINETED,7/22/2022,28,2,62555,0,1,1
55+,3/16/1961,Warren,Operations,BS,00-45652586,Cheryl,Cheryl Gray,Female,1/12/2023,Inventory Specialist,Gray,BRANCH,Good,Michigan,TERMINETED,7/11/2023,63,0,65121,0,1,1
25-35,7/2/1992,New York City,Marketing,BS,00-32269779,Troy,Troy Nguyen,Male,7/9/2017,Marketing Coordinator,Nguyen,HQ,Good,New York,TERMINETED,1/5/2018,32,1,73622,0,1,1
55+,11/29/1966,New York City,Finance,PhD,00-86397676,Jason,Jason Salinas,Female,5/12/2024,Financial Analyst,Salinas,HQ,Excellent,New York,TERMINETED,11/8/2024,58,0,107609,0,1,1
25-35,7/16/1999,New York City,IT,H- S,00-72907576,Joshua,Joshua Carlson,Female,12/8/2022,IT Support Specialist,Carlson,HQ,Needs Improvement,New York,TERMINETED,6/6/2023,25,1,55096,0,1,1
35-44,12/19/1986,New York City,Operations,BS,00-46540265,Joshua,Joshua Smith,Female,3/15/2020,Operations Analyst,Smith,HQ,Excellent,New York,TERMINETED,6/15/2021,38,1,69793,0,1,1
35-44,7/18/1982,Detroit,IT,BS,00-20796722,Christopher,Christopher Cortez,Female,7/8/2020,Software Developer,Cortez,BRANCH,Satisfactory,Michigan,TERMINETED,9/18/2021,42,1,102129,0,1,1
35-44,5/27/1986,New York City,IT,MS,00-53261270,Angela,Angela Allen,Male,7/4/2021,System Administrator,Allen,HQ,Excellent,New York,TERMINETED,12/31/2021,38,0,67886,0,1,1
35-44,11/24/1983,New York City,Operations,BS,00-40725714,Debbie,Debbie Henry,Female,11/3/2018,Operations Analyst,Henry,HQ,Satisfactory,New York,TERMINETED,5/2/2019,41,1,71889,0,1,1
45-54,10/30/1972,New York City,Customer Service,H- S,00-12784407,Andre,Andre Phillips,Female,6/6/2024,Customer Service Representative,Phillips,HQ,Needs Improvement,New York,TERMINETED,12/3/2024,52,0,62790,0,1,1
45-54,7/29/1976,New York City,Operations,BS,00-46173157,Heather,Heather Torres,Female,8/13/2020,Logistics Coordinator,Torres,HQ,Satisfactory,New York,TERMINETED,2/9/2021,48,1,58167,0,1,1
25-35,8/7/1999,New York City,Customer Service,H- S,00-79654147,Miguel,Miguel Tran,Female,5/14/2022,Support Specialist,Tran,HQ,Needs Improvement,New York,TERMINETED,11/10/2022,25,0,59713,0,1,1
45-54,12/5/1972,New York City,Operations,BS,00-88561612,Ronald,Ronald Reese,Male,5/9/2019,Logistics Coordinator,Reese,HQ,Satisfactory,New York,TERMINETED,11/5/2019,52,0,63660,0,1,1
35-44,2/28/1981,New York City,Operations,BS,00-73083727,Michael,Michael Chavez,Female,4/30/2018,Inventory Specialist,Chavez,HQ,Satisfactory,New York,TERMINETED,6/13/2021,43,3,55713,0,1,1
25-35,7/7/1990,New York City,Customer Service,BS,00-99943797,John,John Martinez,Male,3/15/2016,Help Desk Technician,Martinez,HQ,Good,New York,TERMINETED,6/26/2023,34,7,78805,0,1,1
45-54,7/11/1978,New York City,Sales,BS,00-65250068,Leslie,Leslie Newton,Female,10/24/2022,Sales Representative,Newton,HQ,Good,New York,TERMINETED,4/22/2023,46,1,60912,0,1,1
35-44,10/8/1980,New York City,Operations,H- S,00-63747791,Hannah,Hannah Lee,Male,10/14/2017,Inventory Specialist,Lee,HQ,Needs Improvement,New York,TERMINETED,4/11/2018,44,1,66240,0,1,1
25-35,4/27/1990,New York City,Customer Service,H- S,00-71045700,Todd,Todd Hardy,Male,10/22/2016,Support Specialist,Hardy,HQ,Excellent,New York,TERMINETED,10/29/2019,34,3,60280,0,1,1
